"","Feature","Deep Aposymbiotic","Deep Aposymbiotic.pval","Shallow Aposymbiotic","Shallow Aposymbiotic.pval","Shallow Symbiotic","Shallow Symbiotic.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
"113","x10465_962_5835_5_431",1.00100150250438,0.0099009900990099,1.40275209380409,0.0099009900990099,1.35415197325709,0.0099009900990099,1.36232155017094,0.0099009900990099,0.105753896636587,0.0099009900990099
"114","x12078_788_53169_6_065",1.30993429144589,0.0099009900990099,1.35206064131472,0.0099009900990099,1.34406227991274,0.0099009900990099,1.35891134281804,0.0099009900990099,0.118201272411799,0.0099009900990099
"115","x27709_886_70733_12_698",1.31533410441164,0.0099009900990099,1.06212340829746,0.0099009900990099,1.41631084259087,0.0099009900990099,1.35795343553393,0.0198019801980198,0.129300607287449,0.0099009900990099
"116","x15640_845_59556_7_476",1.38942503594182,0.0099009900990099,1.00100150250438,0.0297029702970297,1.37761219815425,0.0099009900990099,1.34798847944004,0.0099009900990099,0.107793601651187,0.0099009900990099
"117","x23764_880_66648_11_509",1.00100150250438,0.0099009900990099,1.28959193642382,0.0099009900990099,1.35618889004604,0.0099009900990099,1.34406227991274,0.0099009900990099,0.105758345443441,0.0099009900990099
"118","x12251_885_47157_6_122",1.00100150250438,0.0297029702970297,1.00100150250438,0.0495049504950495,1.41705050316284,0.0099009900990099,1.33720195731743,0.0198019801980198,0.0584393704850361,0.0099009900990099
"119","x22766_828_63501_10_91",1.00100150250438,0.0297029702970297,1.25472567902525,0.0099009900990099,1.39964164456356,0.0099009900990099,1.3322511387265,0.0099009900990099,0.10615604726101,0.0099009900990099
"120","x13435_764_53045_6_619",1.00100150250438,0.0297029702970297,1.33381852864055,0.0099009900990099,1.35542448786228,0.0099009900990099,1.27931300888348,0.0099009900990099,0.114773641420625,0.0099009900990099
"121","x2000_648_3893_2_04",1.34406227991274,0.0099009900990099,1.26212586794619,0.0297029702970297,1.00100150250438,0.0396039603960396,1.19084687949674,0.0198019801980198,0.0631379535796012,0.0099009900990099
"122","x11249_814_54463_5_699",1.40275209380409,0.0099009900990099,1.01810033425906,0.0099009900990099,1.00100150250438,0.0396039603960396,1.16945505092684,0.0198019801980198,0.0856949429322435,0.0099009900990099
"123","x3324_613_35251_3_024",1.00100150250438,0.0099009900990099,1.00100150250438,0.0099009900990099,1.00100150250438,0.0297029702970297,1.00100150250438,0.0099009900990099,0.0576853801169591,0.0099009900990099
"124","x14250_795_50188_6_967",1.00100150250438,0.0297029702970297,1.00100150250438,0.0198019801980198,1.00100150250438,0.0297029702970297,1.00100150250438,0.0792079207920792,0.0568310893512852,0.0099009900990099
"125","x1938_964_06843_1_993",1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,0.057235006119951,0.0099009900990099
"126","x11289_789_52365_5_711",1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,1.00100150250438,0.0297029702970297,1.00100150250438,0.0495049504950495,0.0533684210526316,0.0099009900990099
"127","x19086_720_54063_8_963",1.00100150250438,0.0099009900990099,1.00100150250438,0.0099009900990099,1.00100150250438,0.0297029702970297,1.00100150250438,0.0198019801980198,0.0496518218623482,0.0099009900990099
"128","x1422_685_33502_1_624",1.00100150250438,0.0099009900990099,1.00100150250438,0.0396039603960396,1.00100150250438,0.0297029702970297,1.00100150250438,0.0198019801980198,0.0573829787234042,0.0099009900990099
"129","x1682_373_25293_1_793",1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,1.00100150250438,0.0297029702970297,1.00100150250438,0.0297029702970297,0.0573829787234042,0.0099009900990099
"130","x13041_907_53925_6_461",1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,1.00100150250438,0.0396039603960396,1.00100150250438,0.0396039603960396,0.0526573787409701,0.0099009900990099
"131","x8647_583_41537_4_78",1.00100150250438,0.0495049504950495,1.00100150250438,0.0396039603960396,1.00100150250438,0.0297029702970297,1.00100150250438,0.0198019801980198,0.0574545454545455,0.0099009900990099
"132","x7406_812_58959_4_391",1.00100150250438,0.0198019801980198,1.00100150250438,0.0297029702970297,1.00100150250438,0.0396039603960396,1.00100150250438,0.0099009900990099,0.0556293393057111,0.0099009900990099
"133","x19125_1381_0625_8_986",1.00100150250438,0.0198019801980198,1.00100150250438,0.0297029702970297,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,0.0556293393057111,0.0099009900990099
"134","x1426_365_2475_1_628",1.00100150250438,0.0495049504950495,1.00100150250438,0.0099009900990099,1.00100150250438,0.0099009900990099,1.00100150250438,0.0396039603960396,0.0471091617933723,0.0099009900990099
"135","x4013_678_42072_3_317",1.00100150250438,0.0099009900990099,1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,0.0591631578947368,0.0099009900990099
"136","x1955_395_19978_1_999",1.00100150250438,0.0297029702970297,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,0.0584709851551957,0.0099009900990099
"137","x12596_1023_54429_6_272",1.00100150250438,0.0297029702970297,1.00100150250438,0.0396039603960396,1.00100150250438,0.0396039603960396,1.00100150250438,0.0297029702970297,0.0576401137980085,0.0099009900990099
"138","x5378_1013_5421_3_738",1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,0.0575091299677766,0.0099009900990099
"139","x16960_1006_6461_8_109",1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,1.00100150250438,0.0297029702970297,0.0571052631578947,0.0099009900990099
"140","x5920_825_47414_3_879",1.00100150250438,0.0099009900990099,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,0.0556293393057111,0.0099009900990099
"141","x5892_688_4956_3_881",1.00100150250438,0.0198019801980198,1.00100150250438,0.0396039603960396,1.00100150250438,0.0297029702970297,1.00100150250438,0.0396039603960396,0.0579061784897025,0.0099009900990099
"142","x5084_904_61514_3_666",1.00100150250438,0.0099009900990099,1.00100150250438,0.0297029702970297,1.00100150250438,0.0198019801980198,1.00100150250438,0.0198019801980198,0.0557093821510297,0.0099009900990099
"143","x510_619_2194_1_105",1.00100150250438,0.0099009900990099,1.00100150250438,0.0099009900990099,1.00100150250438,0.0396039603960396,1.00100150250438,0.0297029702970297,0.0583157894736842,0.0099009900990099
