Feature,B,B.pval,NB,NB.pval,MeanDecreaseAccuracy,MeanDecreaseAccuracy.pval,MeanDecreaseGini,MeanDecreaseGini.pval
x19538_615_49671_9_19,1.3632915623282922,0.009900990099009901,1.001001502504383,0.009900990099009901,1.4089541774829675,0.009900990099009901,0.14172397660818714,0.009900990099009901
x9277_751_49037_5_006,1.4163108425908684,0.009900990099009901,1.3841897374895518,0.009900990099009901,1.4087828780109721,0.009900990099009901,0.14421052631578948,0.009900990099009901
x10275_978_61346_5_377,1.4135845055014582,0.009900990099009901,1.397488655205839,0.009900990099009901,1.4087828780109717,0.009900990099009901,0.14689473684210527,0.009900990099009901
x1440_707_39021_1_621,1.3976941536882017,0.009900990099009901,1.4169927702465797,0.009900990099009901,1.4086871477981682,0.009900990099009901,0.14478947368421052,0.009900990099009901
x9497_953_52381_5_082,1.3963658098444363,0.009900990099009901,1.415084048002706,0.009900990099009901,1.406064427875448,0.009900990099009901,0.1465263157894737,0.009900990099009901
x6471_823_45915_4_071,1.400782000307517,0.009900990099009901,1.4129989512130183,0.009900990099009901,1.4057564976264616,0.009900990099009901,0.14689473684210527,0.009900990099009901
x16694_858_57224_8_011,1.3996416445635587,0.009900990099009901,1.4079071064219055,0.009900990099009901,1.4038510180518364,0.009900990099009901,0.1388421052631579,0.009900990099009901
x13117_481_40476_6_476,1.4018144387540528,0.009900990099009901,1.4062223963390252,0.009900990099009901,1.403789644371043,0.009900990099009901,0.14684210526315788,0.009900990099009901
x4537_1119_4773_3_491,1.4069165197083817,0.019801980198019802,1.3910051922825406,0.009900990099009901,1.4027520938040883,0.019801980198019802,0.1514736842105263,0.009900990099009901
x15640_845_59556_7_476,1.3845827996562508,0.009900990099009901,1.4169749038634618,0.009900990099009901,1.4021446704416685,0.009900990099009901,0.1475263157894737,0.009900990099009901
x13447_956_63162_6_633,1.3643694863595455,0.009900990099009901,1.4170505031628393,0.009900990099009901,1.3995383972308784,0.009900990099009901,0.14673684210526317,0.009900990099009901
x15315_980_63049_7_43,1.4155977006466531,0.009900990099009901,1.3513093053500185,0.009900990099009901,1.3993099379655916,0.009900990099009901,0.13673684210526318,0.009900990099009901
x16508_842_58028_7_935,1.4015296631564385,0.009900990099009901,1.3996416445635589,0.009900990099009901,1.3991831155211931,0.009900990099009901,0.14545933014354068,0.009900990099009901
x16724_958_64199_7_998,1.4092334414479533,0.009900990099009901,1.380246801359728,0.009900990099009901,1.3986413523609451,0.009900990099009901,0.14347368421052634,0.009900990099009901
x13125_544_47299_6_506,1.3904937370606927,0.009900990099009901,1.4069165197083815,0.009900990099009901,1.3976941536882017,0.009900990099009901,0.1502105263157895,0.009900990099009901
x3598_615_40399_3_14,1.3726730703013685,0.009900990099009901,1.416205396834011,0.009900990099009901,1.3976941536882015,0.009900990099009901,0.14010526315789473,0.009900990099009901
