"","Feature","%IncMSE","%IncMSE.pval","IncNodePurity","IncNodePurity.pval"
"247","x16067_580_49439_7_698",1.22558057961228,0.0198019801980198,1697927.82466748,0.306930693069307
"248","x19375_822_58348_9_119",1.22263146379864,0.0198019801980198,10212105366.9429,0.0198019801980198
"249","x32353_875_73983_13_761",1.21453026191591,0.0198019801980198,73039926.9884152,0.277227722772277
"250","x7614_606_41508_4_443",1.21361543245855,0.0198019801980198,1819775808.8145,0.0396039603960396
"251","x29905_1054_83064_13_19",1.21302146415807,0.0198019801980198,3112354911.19509,0.0495049504950495
"252","x29318_762_63719_13_103",1.21173936760298,0.0198019801980198,584108485.554198,0.128712871287129
"253","x36635_679_74445_14_895",1.21154445041611,0.0594059405940594,2671858.17247607,0.742574257425743
"254","x22024_852_62139_10_446",1.2114010104595,0.0495049504950495,1580066.44579807,0.801980198019802
"255","x32222_737_58397_13_74",1.21062631144938,0.0495049504950495,167150848.543941,0.514851485148515
"256","x4255_451_3188_3_445",1.2102261619251,0.0297029702970297,11575072622.1353,0.0297029702970297
"257","x35264_974_80552_14_466",1.21022301166892,0.0495049504950495,5679173024.01996,0.108910891089109
"258","x14103_564_49913_6_89",1.2077709373841,0.0495049504950495,4345225509.55293,0.0891089108910891
"259","x1143_512_30006_1_415",1.20701742464657,0.0693069306930693,5170332730.43892,0.108910891089109
"260","x15358_799_5493_7_443",1.20472829351073,0.0594059405940594,2062210275.40915,0.247524752475248
"261","x34894_973_7213_14_398",1.20391889538174,0.0594059405940594,89794564.6230747,0.455445544554455
"262","x18104_700_52795_8_52",1.20374782087006,0.0396039603960396,408233570.444553,0.198019801980198
"263","x16501_828_51241_7_88",1.20372946828872,0.0099009900990099,19986613051.3577,0.0396039603960396
"264","x6825_686_47723_4_202",1.2016447589665,0.0297029702970297,3039481713.49068,0.0396039603960396
"265","x39436_811_79627_16_089",1.20076960634901,0.0198019801980198,488505652.07867,0.148514851485149
"266","x33263_1033_81042_13_991",1.20070381674561,0.0396039603960396,2309248722.01426,0.158415841584158
"267","x1785_465_22534_1_78",1.19934941537972,0.0099009900990099,232630748.638777,0.277227722772277
"268","x34743_764_67632_14_323",1.19684011208598,0.0099009900990099,4419745.81399785,0.376237623762376
"269","x21041_740_56171_9_954",1.19587268609559,0.0594059405940594,1902457601.28071,0.287128712871287
"270","x34824_888_76876_14_348",1.19522550897447,0.0396039603960396,640326474.936207,0.118811881188119
"271","x16943_810_6024_8_118",1.19483451883742,0.0198019801980198,243826989.363247,0.148514851485149
"272","x12815_832_59532_6_371",1.19295707060499,0.0099009900990099,16471007397.8896,0.0198019801980198
"273","x30749_813_68541_13_386",1.19181352757914,0.0495049504950495,590111076.84989,0.217821782178218
"274","x20737_758_63052_9_837",1.19101660375306,0.0297029702970297,275175229.943863,0.415841584158416
"275","x21322_610_54142_10_129",1.19032344931915,0.0396039603960396,314860748.638882,0.336633663366337
"276","x36920_875_70827_14_988",1.18731647373633,0.0297029702970297,25622028178.7064,0.0297029702970297
"277","x33897_832_70191_14_095",1.18731272355678,0.0099009900990099,142911666386.598,0.0198019801980198
"278","x7918_904_59483_4_512",1.18719037903098,0.0099009900990099,19791438088.7733,0.0198019801980198
"279","x15536_801_58553_7_484",1.18713101434251,0.0198019801980198,59136525.7743955,0.386138613861386
"280","x38483_927_81619_15_571",1.18684836644907,0.0396039603960396,950372938.06945,0.188118811881188
